niña	mexico/a0
niño	spain/a1
no está el horno para bollos	spain/b1
no hace falta	spain/a1
no pasa nada	spain/b1
no te preocupes	latam/a1
noche	mexico/a0
nombre	mexico/a0
norma	spain/b1
nota	latam/a1
nota de voz	latam/a1
notar	spain/a1
noticia	latam/a1
novela	spain/a2
novio	mexico/a0
novios	spain/a1
nube	mexico/a0
nubes	latam/a0
nublado	latam/a2
nudillo	spain/b1
nueva	latam/a0
nuevo	latam/a0
nuez	latam/b1
nunca	latam/a1
número	latam/a1
números	spain/a1
obra	spain/b1
observar	mexico/a0
ocho minutos	spain/a1
octubre	spain/a2
ocultar	latam/a2
ocupado	spain/a1
ocupar	spain/b1
oferta	latam/a1
oficina	latam/a1
oficio	spain/b1
ofrecer	latam/a1
ojalá	latam/b1
ojo	latam/a2
oler	mexico/a0
olla	spain/a2
olor	mexico/a0
olvidar	latam/a1
opinar	latam/b1
orden	latam/a1
orden del día	spain/b1
ordenado	spain/a1
ordenador	spain/b1
ordenar	spain/a2
oreja	spain/b1
orgullo	mexico/a0
orgullosa	latam/a0
orgulloso	mexico/a0
orilla	mexico/a0
oscuridad	latam/a1
oscuro	mexico/a0
otra vez	latam/a0
otra vez será	spain/a1
oveja	spain/a2
oye	spain/a1
oír	spain/a1
oírse	spain/b1
paciencia	mexico/a0
paciente	spain/b1
pagar	spain/a1
pago	latam/a2
pala	spain/a2
palabra	latam/a0
palabra por palabra	spain/b1
palabras	latam/a0
palenque	latam/b1
palma	latam/a1
palmada	mexico/a0
palo	mexico/a0
paloma	spain/a2
pan	spain/a1
pan de fiesta	latam/b1
pan dulce	latam/b1
panadería	spain/a1
panel	latam/a2
panela	latam/b1
pantalla	latam/a1
pantufla	spain/a2
papel	mexico/a0
paquete	latam/a1
para	latam/a0
para ser de	spain/a1
parada	latam/a1
parado	latam/b1
parar	latam/a0
pararse	spain/b1
parecer	latam/a0
parecido	latam/a1
pared	mexico/a0
pareja	mexico/a0
parentesco	spain/a1
parral	latam/b1
parte	latam/a1
partido	latam/a2
partir	latam/b1
pasa	spain/a1
pasaje	latam/a1
pasaporte	latam/a1
pasar	mexico/a0
pasar la cuenta	latam/b1
paseo	mexico/a0
pasilla	latam/b1
pasillo	latam/a1
paso	latam/a2
paso a paso	latam/a1
pastilla	spain/a2
pata	latam/a1
patata	spain/a2
patatas	spain/a1
patio	latam/a1
patrón	latam/a1
pausa	latam/a1
paz	spain/a2
país	latam/a0
paño	latam/a1
pañuelo	mexico/a0
pecho	latam/a1
pedazo	mexico/a0
pedida	spain/a1
pedido	latam/a1
pedir	latam/a1
pegamento	latam/a1
pegar	spain/b1
pegarse	spain/a1
peinada	spain/a1
pelar	spain/a2
pelea	latam/b1
pellín	latam/b1
pensar	latam/a0
pensión	latam/a2
penumbra	spain/a2
peor	latam/a2
pepino	spain/a2
pequeña	latam/a0
pequeño	mexico/a0
pera	spain/a2
percha	spain/b1
perder	latam/a1
perderse	spain/b1
perdida	latam/a0
perdona	spain/a1
perdón	latam/a1
perejil	spain/a2
perezoso	spain/a2
periódico	spain/a1
permanecer	spain/a2
permiso	spain/b1
pero	latam/a0
persiana	spain/a1
persona	latam/a1
pesa	spain/a1
pesada	latam/a0
pesado	latam/a1
pesar	latam/a1
pescadería	spain/a2
peso	latam/b1
pestillo	spain/a2
picada	latam/a1
picante	mexico/a0
picaporte	spain/a2
picar	spain/a2
pie	spain/a2
piedra	mexico/a0
piensa	spain/a1
pierna	latam/a1
pies	latam/a0
pieza	mexico/a0
pijama	spain/a1
pila	spain/a2
pileta	latam/a1
piloto	spain/b1
pimienta	spain/a2
pincel	latam/a1
pincho de tortilla	spain/a1
pintar	mexico/a0
pintura	latam/a1
pipián	latam/b1
pirámide	mexico/a0
pisada	latam/b1
piscina	mexico/a0
piso	latam/a2
piso de arriba	spain/a1
pizarra	latam/a1
plan	latam/a1
planchar	latam/a2
planilla	latam/a1
plano	spain/b1
planta	latam/a1
plata	spain/a1
plato	mexico/a0
platos	spain/a1
plaza	mexico/a0
plazo	spain/b1
plegar	latam/a1
plumas	latam/a0
poco	latam/a0
poco a poco	mexico/a0
poco más	spain/b1
poda	latam/b1
podar	latam/b1
poder	latam/a1
pollera	latam/b1
pollo	latam/a0
polvo	latam/a1
ponele	latam/b1
poner	latam/a1
poner el ojo	latam/b1
poner el precio	latam/b1
ponerse	latam/b1
ponerse colorada	spain/a1
ponerse malo	spain/a2
poquito	spain/a2
por adelantado	spain/b1
por ahora	spain/a2
por ciento	latam/a1
por delante	spain/a1
por dentro	spain/a2
por dónde empezar	spain/a1
por ella	spain/a1
por escrito	spain/b1
por eso	latam/a1
por fin	spain/b1
por la noche	spain/b1
por la tarde	spain/a1
por lo bajo	spain/a2
por lo pronto	spain/b1
por noche	latam/a1
por orden	spain/a1
por separado	latam/b1
por si	spain/a1
por si acaso	spain/a1
por su cuenta	spain/b1
por todas partes	spain/a1
portada	spain/a2
portal	spain/a1
portarretratos	latam/a2
portón	latam/a1
postal	mexico/a0
postre	spain/a1
prado	spain/a2
precio	latam/a1
preferir	spain/b1
pregunta	spain/b1
preguntar	mexico/a0
pregón	spain/a1
premio	latam/b1
prender	latam/a1
preocupado	spain/a2
preocuparse	spain/a1
preparado	spain/b1
preparar	mexico/a0
prepararse	spain/a1
presentar	latam/a2
presión	spain/b1
prestar	latam/a1
pretexto	latam/b1
prima	spain/a1
primer	latam/a2
primera	latam/a0
primera vez	spain/a2
primero	latam/a0
primo	latam/a1
principio	latam/a0
prisa	spain/b1
probar	mexico/a0
profundo	latam/a1
promesa	latam/b1
prometer	spain/b1
pronto	spain/a1
propio	latam/a1
proponer	spain/b1
próximo	latam/a0
pueblo	latam/a1
pueblo vecino	spain/a1
puerta	latam/a0
puerto	latam/a2
puesta	latam/a2
puesto	mexico/a0
punta	latam/a1
puntiagudo	spain/a2
punto	spain/b1
punto de vista	spain/b1
pájaro	mexico/a0
que viene	spain/a1
quedar	latam/a1
quedar a mano	latam/b1
quedarse	spain/b1
quejarse	latam/a1
querer	latam/a0
queso	spain/a1
quieta	mexico/a0
quieto	latam/a1
quiltro	latam/b1
quitar	spain/a1
quizás	latam/a0
quién	latam/a0
quién es quién	spain/a1
qué rabia	spain/a1
qué tal	spain/a1
racimo	latam/b1
rama	spain/a2
ramo	spain/a2
raro	spain/b1
ratito	spain/a2
rato	spain/b1
raya	latam/a1
razonable	spain/b1
razón	latam/b1
raíz	spain/a2
rebaja	spain/b1
rebajar	spain/b1
rebanar	spain/a2
receta	spain/a1
rechazar	spain/b1
recibidor	spain/a2
recibir	latam/a2
recibo	spain/a2
recipiente	spain/a2
reclamar	latam/b1
recoger	spain/a1
reconocer	latam/a0
recordar	latam/a0
recto	latam/a1
recuerda	spain/a1
recuerdo	mexico/a0
red	latam/a1
redondo	spain/a2
reducir	latam/a2
reemplazar	latam/b1
regalar	mexico/a0
regalo	mexico/a0
regar	spain/a2
regla	latam/a1
regresar	latam/a0
regreso	latam/a2
reja	latam/a1
rellano	spain/a1
reloj	spain/a1
reparar	latam/a1
repartir	spain/b1
repasar	spain/b1
repetir	spain/b1
repetirse	latam/a2
repisa	latam/a1
reposo	spain/a2
respirar	mexico/a0
responder	latam/a0
responder por	latam/b1
respuesta	spain/a1
restar	latam/a1
resto	spain/b1
resumir	spain/b1
retablo	latam/b1
retrasado	spain/b1
retraso	latam/a1
reunión	spain/b1
revisar	latam/a1
revolver	spain/a2
reír	mexico/a0
reírse	spain/b1
rica	latam/a0
rico	mexico/a0
riego	latam/b1
risa	latam/a2
roca	mexico/a0
rodaja	spain/a2
rodilla	spain/a1
rodillas	spain/a1
rojas	latam/a0
romo	latam/a1
romper	latam/a1
romperse	latam/a1
ronda	spain/a1
ropa	mexico/a0
ropero	latam/a1
rosa	mexico/a0
roto	latam/a1
rueda	spain/a2
ruido	latam/a1
ruina	mexico/a0
ruta	latam/a1
rápida	spain/b1
rápido	latam/a0
río	mexico/a0
saber	latam/a0
sabor	mexico/a0
sabroso	spain/a2
sacar	latam/a1
sacar a la mesa	latam/b1
saco	spain/a2
sacudida	spain/a2
sal	spain/a2
sala	latam/a0
sala de espera	spain/b1
salado	latam/a1
saldar	latam/b1
salida	mexico/a0
salir	latam/a1
salsa	mexico/a0
saltar	mexico/a0
saludar	mexico/a0
saludo	latam/a1
sancocho	latam/b1
sangre	spain/a2
sarmiento	latam/b1
sartén	spain/a2
se llama	latam/a0
se lo digo yo	spain/b1
se me ha ido la mano	spain/a1
se prepara	latam/a0
se sienta	latam/a0
secar	latam/a1
secarse	latam/a2
seco	spain/a2
seguidas	spain/a1
seguido	latam/a1
seguir	latam/a1
seguir de largo	latam/b1
segundo	spain/b1
seguramente	latam/a1
seguridad	spain/b1
seguro	mexico/a0
según	latam/a1
sello	latam/a1
sellos	spain/a2
semana	latam/a1
sencillo	latam/a1
sendero	spain/a2
sentada	spain/a1
sentado	latam/a1
sentarse	spain/a1
sentido	spain/b1
sentimiento	spain/a2
sentir	latam/a0
separar	spain/b1
ser	latam/a0
seria	latam/a0
serie	spain/a1
servicio	latam/a1
servilleta	mexico/a0
servilletas	spain/a1
servir	latam/a1
severo	latam/a2
señal	latam/a1
señalar	mexico/a0
señora	mexico/a0
señoras	spain/a1
señorita	latam/a2
siempre	latam/a2
siesta	spain/a2
signo	spain/a2
sigue con	spain/a1
siguiente	latam/b1
silencio	spain/b1
silencioso	mexico/a0
silueta	spain/a2
simpática	latam/a0
simpático	spain/b1
sin adornarlo	spain/b1
sin aviso	latam/b1
sin darle importancia	spain/b1
sin darse cuenta	latam/a1
sin decir nada	spain/b1
sin falta	spain/b1
sin hacer nada	spain/a2
sin levantar la vista	spain/a1
sin mirarla	spain/a1
sin más	spain/a1
sin preguntar	spain/a1
sin prisa	latam/a1
sin rodeos	spain/b1
sin volverse	spain/b1
sitio	spain/a1
sobrar	latam/a1
sobre	latam/a1
sobrina	latam/a1
sofá	spain/a1
sol	mexico/a0
sola	latam/a0
soleado	latam/a2
solo	mexico/a0
soltar	latam/a1
sombra	spain/a1
sombrero	latam/b1
sonar	latam/a0
sonido	mexico/a0
sonreír	mexico/a0
sonrisa	mexico/a0
sopa	spain/a2
sorbete	latam/a2
sorbo	spain/a2
sorprender	latam/a0
sorprendido	mexico/a0
sorpresa	mexico/a0
soso	spain/a2
sostener	latam/a1
soñar	latam/a0
suave	mexico/a0
suavemente	latam/a1
sube	spain/a1
subida	latam/a1
subir	mexico/a0
subirse	latam/a2
submarino	latam/a1
subrayar	latam/a1
sucio	latam/a1
sueldo	spain/a2
suelo	mexico/a0
sueño	latam/a0
suficiente	latam/a1
sujetar	latam/a1
suma	spain/a2
sumar	latam/a1
superficie	mexico/a0
sur	latam/a2
surco	latam/b1
suspira	mexico/a0
susto	spain/a2
susurrar	spain/a2
susurro	spain/b1
suyo	latam/a1
sábado	latam/a0
sábana	latam/a1
símbolo	spain/a2
sótano	spain/a2
tabla	spain/a2
tablón	spain/a2
taburete	latam/a1
tachar	latam/b1
taco	mexico/a0
tacto	spain/a2
tal vez	latam/a0
taller	mexico/a0
talón	spain/a2
también	latam/a0
tambores	latam/a0
tampoco	latam/a1
tan	latam/a1
tan pronto como	spain/b1
tanto	latam/a1
tapa	latam/a1
tapado	latam/b1
tapar	spain/b1
tapia	latam/a1
taquilla	latam/a1
tararear	spain/a2
tardar	latam/a1
tarde	mexico/a0
tardío	spain/b1
tarifa	spain/b1
tarjetero	spain/a2
tarro	spain/a2
tarta	latam/a2
tazón	spain/a2
techo	spain/b1
teclado	latam/a1
teja	latam/b1
tejado	spain/b1
telefonillo	spain/a1
temblar	spain/b1
temblor	spain/a2
temor	latam/a1
templo	mexico/a0
tempranito	latam/b1
temprano	mexico/a0
tender	latam/a2
tenedor	spain/a2
tener	latam/a0
tener razón	latam/b1
tenso	spain/a2
tepual	latam/b1
tercero	spain/a1
terciopelo	latam/b1
terco	latam/b1
terminal	latam/a1
terminar	mexico/a0
termo	latam/a1
ternera	spain/a2
terraza	latam/a1
tetera	spain/a2
texto	spain/b1
tibio	spain/a2
ticket	latam/a2
tiempo	spain/a1
tienda	mexico/a0
tiene hambre	latam/a0
tiene miedo	latam/a0
tierno	spain/a2
tierra	spain/a2
tijera	spain/a2
timbre	spain/b1
timidez	spain/a1
tinta	spain/a2
tinto	latam/b1
tirita	spain/a2
tiza	spain/a1
toca	spain/a1
tocar	mexico/a0
tocarse	spain/b1
todavía	spain/a2
todavía no	spain/b1
todo	latam/a0
todo el mundo	spain/b1
todo el que entra	spain/b1
todos	latam/a0
toldo	spain/a1
tomar	mexico/a0
tono	latam/a1
tonta	spain/a1
torcido	latam/a1
tormenta	latam/a0
torpe	spain/b1
torre	mexico/a0
torta	latam/a1
tortilla	mexico/a0
tos seca	spain/a1
tostada	spain/a1
tostión	latam/b1
total	latam/a1
total, que	spain/a1
trabajar	mexico/a0
traducir	spain/a1
traductor	spain/b1
traer	latam/a1
tragar	spain/a1
trajinera	mexico/a0
tranquilo	latam/a0
trapiche	latam/b1
trapo	mexico/a0
trato	spain/b1
trato hecho	latam/a1
trayecto	latam/a1
trazar	spain/a2
tren	latam/a0
tres horas	spain/b1
triple	latam/a1
triste	mexico/a0
tristeza	spain/a2
trompeta	mexico/a0
tronco	spain/a2
trozo	latam/a1
tubo	spain/b1
turista	mexico/a0
turno	latam/a0
tuyo	spain/a1
técnico	spain/b1
tía	latam/a0
tímido	mexico/a0
tío	latam/a0
típico	mexico/a0
título	spain/b1
tú	latam/a0
un buen rato	spain/a1
un poco	mexico/a0
un rato	spain/b1
una a una	spain/b1
uniforme	latam/a2
unir	latam/a0
universidad	mexico/a0
uno	latam/a0
uno por uno	latam/a1
untar	latam/a1
urgencia	spain/b1
usado	latam/a1
usar	latam/b1
uva	spain/a2
uy	spain/a1
uña	spain/a2
vaciar	latam/a1
vacía	spain/a1
vacío	spain/a2
vale	spain/a1
valer	latam/b1
valiente	spain/a2
valija	latam/a1
valle	mexico/a0
valor	mexico/a0
vapor	latam/a1
varilla	latam/a1
vaso	latam/a0
vasos	latam/a0
veces	spain/b1
vecina	spain/a1
vecinas	spain/a1
vecino	latam/a1
vecinos	latam/a0
vega	latam/b1
veinte minutos	spain/a1
veintiuno	spain/b1
vela	latam/a0
velón	latam/b1
venda	spain/a2
vendado	latam/b1
vender	mexico/a0
venir	latam/a0
ventana	mexico/a0
ventanilla	latam/a1
vente	spain/a1
ventilador	latam/a1
ver	latam/a0
verano	latam/a0
verbena	spain/a1
verdad	latam/a0
verdadero	latam/a1
verde	mexico/a0
verdes	latam/a0
verdura	latam/a1
vereda	latam/b1
vergüenza	mexico/a0
verificar	spain/a2
verja	spain/a2
vestíbulo	spain/a2
vez	latam/a0
viaje	mexico/a0
viajero	latam/a1
vibración	spain/a2
vid	latam/b1
vida	mexico/a0
vidriera	latam/b1
vidrio	latam/a1
vieja	latam/a0
viejo	latam/a2
viento	mexico/a0
vinagre	spain/a1
vino	spain/a1
vista	mexico/a0
vivir	latam/a0
vivo	latam/a0
volar	latam/a0
voltear	spain/a2
volver	mexico/a0
volverse	latam/a2
voto	spain/b1
voz	latam/a0
voz alta	latam/a2
voz baja	latam/a2
vuelta	spain/a2
vuelve	spain/a1
willys	latam/b1
y media	spain/a1
y veinte	spain/a1
y ya	spain/a2
y ya está	spain/a1
ya	latam/a0
ya está	spain/a2
ya no	latam/a1
ya te dirán	spain/a1
ya veremos	spain/a1
yema	latam/b1
yo	latam/a0
zaguán	latam/b1
zanahoria	spain/a2
zapatillas	latam/a1
zapato	mexico/a0
zonda	latam/b1
zumbido	latam/a1
zumo	spain/a1
ácido	spain/a2
ánimo	spain/a2
árbol	mexico/a0
árboles	latam/a0
áspero	spain/a2
último	mexico/a0
única	latam/a2
único	latam/a1
