german-friends	rauch	smoke	Rauch quillt über den Zaun, als Kalle das Grillgut auf den Rost wuchtet und dabei lauthals flucht.
german-friends	rede	talk; speech (reden)	Das sei doch Pillepalle, mault er, nich der Rede wert.
german-friends	redest	you talk (reden)	Also holt sie Luft und ranzt zurück: “Micha, ausgerechnet du redest von meiner Jacke?”
german-friends	richtung	direction	Hauke und Frauke grinsen sich nur an und lotsen sie entschlossen in die andere Richtung.
german-friends	riecht	smells (riechen)	Die andere Richtung ist ein kleiner Imbiss direkt am Wasser, und es riecht nach Fett und Salz.
german-friends	rost	grill grate; rust	Rauch quillt über den Zaun, als Kalle das Grillgut auf den Rost wuchtet und dabei lauthals flucht.
german-friends	sagt	says (sagen)	“Reg di net auf”, sagt Nadia ganz ruhig und legt ihm eine Breze hin.
german-friends	salzig	salty	Der Fisch ist fettig, salzig und ehrlich gut.
german-friends	sauber	clean	Das gesparte Geld steckt er heimlich in einen Ausflug für die ganze Clique, und das blitzsaubere Treppenhaus hält er auch für die alten Nachbarn sauber.
german-friends	schal	a scarf	Nadia steht mittendrin im schwarzgelben Schal, den Deniz ihr geliehen hat.
german-friends	schaut	looks (schauen)	Nadia schaut zwischen dem fettigen Brötchen und dem eleganten Konzerthaus in der Ferne hin und her.
german-friends	schicht	a work shift	Am Freitag fährt er seine allerletzte Schicht; nach vierzig Jahren ist Schluss, dann geht er in Rente.
german-friends	schicken	to send	Beim Tragen quatschen Steffi und Nadia über die vielen schicken neuen Cafés, die überall in der Stadt aufmachen.
german-friends	schickt	sends (schicken)	Ihr alter Atze hat es selbst nicht hergeschafft und schickt sie zu Konrad, seinem früheren Mitbewohner, der in Plagwitz einen kleinen Tresen stemmt.
german-friends	schloss	closed; shut (schließen)	Das verflixte alte Schloss klemmt aber sofort, dreht sich keinen Millimeter, und Micha motzt leise vor sich hin.
german-friends	schmalen	narrow (schmal)	Der Wagen holpert über einen schmalen Feldweg, tief hinein ins Grüne, wo längst kein Handynetz mehr ist.
german-friends	schmeckt	tastes (schmecken)	“Na, schmeckt's, oder guckst du lieber Beton an?”, nölt Hauke trocken und beißt genüsslich in sein eigenes Brötchen.
german-friends	schuhen	shoes (Schuh)	Der Kies knirscht unter Nadias Schuhen, als sie zwischen den langen Bänken nach einem Platz sucht.
german-friends	schultern	shoulders (Schulter)	Er schiebt ihr einen Halve Hahn über die Theke und zuckt mit den Schultern.
german-friends	selber	oneself; yourself	Am Abend aber merkt Nadia, dass er keineswegs nur für sich selber spart.
german-friends	senf	mustard	Mal geht es um die Schicht, mal um das Wetter, mal um den Preis vom Senf.
german-friends	sieht	sees (sehen)	Am Ufer des Rheins sitzt Nadia dicht zwischen ihren neuen Freunden und sieht der untergehenden Abendsonne dabei zu, wie sie über dem breiten Wasser flimmert.
german-friends	sind	are (sein)	Sie tippt Timo eine Nachricht: “Du hast recht, die sind hier alle komplett jeck.”
german-friends	sitzen	to sit	Später will Basti noch einen heben, doch Nadia bleibt einfach sitzen und schaut auf den Fluss.
german-friends	sitzt	sits (sitzen)	Kastanienblätter segeln auf die Bierbänke, als Nadia am Sonntag als Erste am Stammtisch sitzt und die schweren Krüge in aller Ruhe zurechtrückt.
german-friends	sogar	even	Es wird gefrotzelt, alte Geschichten kommen auf den Tisch, und sogar der wortkarge Hauke gerät in einen längeren Klönschnack.
german-friends	sondern	but rather	Es ist ein Ton, den sie inzwischen nicht nur versteht, sondern selbst beherrscht.
german-friends	spielt	plays (spielen)	Er spielt schief und viel zu laut, und alle grölen die schrägen Lieder begeistert mit.
german-friends	später	later	“Das Postkartending kannst du später knipsen, erst gibt es was Anständiges”, sagt Frauke bestimmt.
german-friends	spätzle	Swabian egg noodles	Beim Mittagessen tischt Achim selbstgemachte Spätzle und ein knuspriges Fleischküchle auf.
german-friends	stammtisch	the regulars' table	Kastanienblätter segeln auf die Bierbänke, als Nadia am Sonntag als Erste am Stammtisch sitzt und die schweren Krüge in aller Ruhe zurechtrückt.
german-friends	statt	instead of	Ronny habe frei genommen, den Bulli geholt und seit Tagen von dem Besuch geschwärmt; ein warmes Wort bringe der Sturkopf einfach nicht über die Lippen, also meckere er, statt sich zu freuen.
german-friends	steg	a jetty; footbridge	Konrad, der Wirt, Steffi, die Töpferin, und ihr Freund Micha haben Nadia auf ein Feierabendbier an den Steg in Plagwitz geschleppt.
german-friends	stehen	to stand	“Klar, Alter, du bist gestern fast im Stehen eingeschlafen”, sagt Jule trocken, und alle grinsen faul.
german-friends	stillen	quiet; still (stillen)	Doch jeden Cent rechnet er laut vor, und Nadia hält ihn im Stillen für richtig geizig.
german-friends	tanzen	to dance	Ein Ausflugsschiff gleitet still vorbei, und seine Lichter tanzen auf dem dunklen Wasser.
german-friends	tausend	thousand	steckt mehr Herzlichkeit als in tausend lauten Sprüchen.
german-friends	teller	a plate	“Des passt”, nickt Bene zufrieden und füllt ihren Teller ein zweites Mal.
german-friends	teure	expensive (teuer)	Auf der Fahrt nach Stuttgart malt sich Nadia glänzende Sportwagen, teure Boutiquen und großen Wohlstand aus.
german-friends	tief	deep	Der Wagen holpert über einen schmalen Feldweg, tief hinein ins Grüne, wo längst kein Handynetz mehr ist.
german-friends	touristen	tourists	Zwei Hamburgs prallen aufeinander: das glänzende für die Touristen und das raue, urige für die Leute, die wirklich hier wohnen.
german-friends	und	and	“Alaaf!”, ruft eine wildfremde Frau und drückt Nadia ein Bützchen auf die Wange.
german-friends	vater	father	Als Jette das Glas hebt und auf ihren Vater anstößt, wiegelt Kalle sofort ab.
german-friends	vergiss	forget! (vergessen)	“Vergiss die offizielle Kasse, dat läuft hier alles über Klüngel”, sagt Katrin und schneidet ruhig weiter an Nadias Haaren.
german-friends	verkauft	sells (verkaufen)	Neben ihr packt Jana, die auf dem Markt Blumen verkauft, eine Runde Kölsch aus.
german-friends	verspricht	promises (versprechen)	“Keine Sorge, gleich gibt es Broiler frisch vom Grill, dann sieht die Welt schon anders aus”, verspricht Micha den beiden.
german-friends	versteht	understands (verstehen)	Mit einem Schlag versteht Nadia den Pott.
german-friends	viel	much, a lot	Currywurst und viel Gemecker.
german-friends	vielen	many	Der laute, ausgelassene Trubel des Karnevals ist nach vielen Wochen endlich vorbei.
german-friends	vier	four	Erschöpft, aber richtig gut gelaunt lassen sich die vier nach Feierabend auf eine alte Bank am Wasser fallen.
german-friends	vierzig	forty	Beim Essen erzählt Kalle von vierzig Jahren auffe Arbeit, vom alten Bulli, von durchmalochten Nächten.
german-friends	vom	from the (von + dem)	Beim Essen erzählt Kalle von vierzig Jahren auffe Arbeit, vom alten Bulli, von durchmalochten Nächten.
german-friends	vorne	at the front	Vor der Tür steht die Schlange, und ganz vorne wartet der Türsteher, breit wie ein Schrank.
german-friends	wand	a wall	An der Wand hängt ein altes Werbeschild aus DDR Zeiten, daneben ein vergilbtes Foto der alten Bar.
german-friends	wann	when	Wer wann schlappgemacht hat, wer die dümmsten Sprüche gerissen hat, und ob der Türsteher sie am Ende wirklich reingelassen hat.
german-friends	war	was (sein)	Das Grillen war seine stille Art, Tschüss zu sagen, ohne ein großes Wort zu verlieren.
german-friends	warm	warm	Nadia wird ganz warm ums Herz, hebt ihr Glas mitten im Jubel und ruft den beiden lachend laut zurück: “Alaaf!”
german-friends	warten	to wait	Dort warten Micha, der mit der großen Fresse, und Jule, die noch schlagfertiger ist.
german-friends	wartet	waits (warten)	Vor der Tür steht die Schlange, und ganz vorne wartet der Türsteher, breit wie ein Schrank.
german-friends	warum	why	Erst als der Grill ausgeht, rückt Kalle raus, warum heute wirklich alle da sind.
german-friends	wasser	water	Die andere Richtung ist ein kleiner Imbiss direkt am Wasser, und es riecht nach Fett und Salz.
german-friends	weil	because	Jule grinst schon, weil sie ahnt, dass der Abend eskaliert.
german-friends	wein	wine	Am Ende des Weges taucht die kleine Laube auf, windschief und ganz von wildem Wein überwuchert.
german-friends	welt	the world	Sepp grantelt derweil über das Wetter, über die Preise und über die halbe Welt.
german-friends	wen	whom	Der Typ zieht bald wieder ab, und Nadia versteht mit einem Schlag: Wen die Berliner Schnauze in Ruhe lässt, den lässt sie in Wahrheit draußen.
german-friends	wenig	little, few	Am Sonntag danach ist die ganze Truppe verkatert, redet wenig und blinzelt in die erste Sonne.
german-friends	wenn	if, when	Timo warnt nur: “Wenn ihr durchmachen wollt, esst vorher was Ordentliches, sonst seid ihr früh im Eimer.”
german-friends	werfen	to throw	Sie werfen Kamelle durch die offene Tür, und ein Bonbon landet in Nadias Kaffee.
german-friends	werkzeug	a tool	Er sei doch bloß ein alter Prolo, der mit Werkzeug nix mehr am Hut habe.
german-friends	wichtig	important	Die Spezln teilen eine Brotzeit und erzählen alte Geschichten, keiner nimmt sich zu wichtig, und alle paar Minuten fällt dieses eine kleine Wort, passt scho, das Nadia einfach nicht greift.
german-friends	wie	how; like, as	“Et kütt wie et kütt, Mädche”, winkt Meike nur lachend ab.
german-friends	wieder	again	In Köln, behauptet er wieder und wieder, sei sofort jeder dein Fründ, ganz anders als die kühlen, verschlossenen Berliner.
german-friends	wiegt	weighs (wiegen)	Nadia summt Bastis Melodie leise mit, den Kopf an Janas Schulter gelehnt, und dieser stille Frohsinn am Rhein wiegt für sie schwerer als jede Heimat auf einer Landkarte.
german-friends	will	wants (wollen)	Der aber druckst nur rum und will nichts ausbuddeln.
german-friends	willkommen	welcome	Willkommen im Kiez, Diggi.”
german-friends	wind	wind	Draußen pfeift der Wind ums Haus, drinnen ist es dafür mollig warm.
german-friends	winzige	tiny (winzig)	Nadia lehnt sich zurück, spürt die Wärme der Glut und sieht zu, wie winzige Funken über dem dunklen Kanal aufsteigen und in den Fenstern der alten Fabrikhallen verglühen.
german-friends	wir	we	“Nee, Keule, jetzt gehen wir tanzen”, sagt sie und schleift die anderen Richtung Club.
german-friends	wirft	throws (werfen)	Fröhlich pfeifend wirft Bene den letzten Besen in die Ecke und ruft die müde Truppe in seine warme Küche.
german-friends	wo	where	An einem lauen Freitag schleppt Timo sie endlich an den Späti am Görli, wo seine Leute jeden Abend abhängen.
german-friends	wochenende	the weekend	Timo, der eigens für dieses Wochenende aus Berlin angereist ist, schaut seine alte Freundin lange und ganz staunend an.
german-friends	woher	from where, how come	Niemand fragt mehr, woher sie eigentlich kommt.
german-friends	wollen	to want	Am Ufer wollen die Freunde eine kleine Feuerschale anzünden und rücken dafür ganz eng zusammen.
german-friends	wurst	sausage	Sie setzt sich wieder hin, deutet auf die Wurst und meckert zurück: Die ist eh viel zu labberig, gib noch eine.
german-friends	während	during; while	Draußen nieselt es fein, während ein paar Möwen laut über den Köpfen kreischen.
german-friends	würzig	spicy, well-seasoned, savoury	Fettdampf zieht würzig über den Viktualienmarkt, als Nadia mit Timo vor einem hölzernen Standl stehen bleibt.
german-friends	zahlt	pays (zahlen)	Als sie am Ende zahlt, fehlen ihr ein paar Cent, doch Sepp winkt nur großzügig ab.
german-friends	zaun	a fence	Rauch quillt über den Zaun, als Kalle das Grillgut auf den Rost wuchtet und dabei lauthals flucht.
german-friends	zehn	ten	Solche Wärme hat Nadia in zwei Jahren Berlin nie erlebt, und jetzt überrollt sie sie in kaum zehn Minuten.
german-friends	zeigen	to show	Nadia lässt sich nicht lange bitten, denn sie hat Bock, es ihm zu zeigen.
german-friends	zeigt	shows (zeigen)	Sie zeigt ihm Fotos und erzählt begeistert von ihrem neuen Job, doch alles, was zurückkommt, ist ein trockenes “Jo”
german-friends	zeiten	times, eras	An der Wand hängt ein altes Werbeschild aus DDR Zeiten, daneben ein vergilbtes Foto der alten Bar.
german-friends	zuckt	twitches; shrugs (zucken)	Er schiebt ihr einen Halve Hahn über die Theke und zuckt mit den Schultern.
german-friends	zufrieden	content, satisfied	Bruno gluckst zufrieden und lacht so dröhnend, dass die Tassen wackeln.
german-friends	zum	to the (zu + dem)	Und du, Nadia, brummt er zum Schluss, du gehörst jetzt zur Bagage, ob du willst oder nich.
german-friends	zur	to the (zu + der)	Und du, Nadia, brummt er zum Schluss, du gehörst jetzt zur Bagage, ob du willst oder nich.
german-friends	zwei	two	Seit zwei Jahren lebt sie nun in Berlin und lernt mühsam Deutsch, doch dieses laute Köln verwirrt sie völlig.
german-friends	zweimal	twice	Sie kauft das Brot vom Vortag, feilscht auf dem Markt und dreht jeden Cent zweimal um.
german-friends	zwischen	between, among	Nadia schaut zwischen dem fettigen Brötchen und dem eleganten Konzerthaus in der Ferne hin und her.
german-friends	ältester	oldest, eldest	Bene, Timos Nachbar und ältester Kumpel aus Stuttgart, hat die Kehrwoche schon wieder vergessen.
german-friends	über	over, across; about	Rauch quillt über den Zaun, als Kalle das Grillgut auf den Rost wuchtet und dabei lauthals flucht.
german-friends	überall	everywhere	In diesen Monaten hat Nadia im Viertel überall selbstverständlich angepackt und gehört nun ganz zur Runde.
german-friends	überhaupt	at all; actually, in general	Micha liegt lang im Gras und behauptet steif und fest, er sei überhaupt nicht müde.
german-hamburg	ab	from (a point in time); from 6:58 on (ab 6:58)	Merle, die dazugestoßen ist, winkt ab und zeigt in die andere Richtung, zur Alster.
german-hamburg	abendessen	dinner (das Abendessen)	Nora: Eine Serie läuft, dein Abendessen steht da, für eine Person.
german-hamburg	abends	in the evening(s)	Moin passt morgens, mittags und abends.
german-hamburg	aber	but	Nora: Aber sie ist toll.
german-hamburg	absage	rejection, refusal (die Absage)	Nora: Ein Lob, das wie eine Absage klingt.
german-hamburg	absagen	rejections (die Absage)	Absagen wäre albern.
german-hamburg	ahnung	idea, clue (die Ahnung); no idea (Keine Ahnung)	Nora: Ich habe jetzt Fisch für eine Woche und keine Ahnung, wie das passiert ist.
german-hamburg	alle	all, every	Alle anderen reden von Traum und Liebe auf den ersten Blick.
german-hamburg	allein	alone; here: just (the word alone)	Die Texte lernst du beim dritten Spiel von allein.
german-hamburg	allen	(to) all, everyone	Boysen: Der Hinterhof gehört allen.
german-hamburg	alles	everything	Zwei Stunden lang darfst du hier alles rauslassen, was die Woche über drin bleibt.
german-hamburg	als	as; than; when	Das wirkt eher nach Piraten als nach Fußball.
german-hamburg	also	so, therefore	Nora: Also spaltet ein Fußball die ganze Stadt in zwei Lager?
german-hamburg	altbau	pre-war building: high ceilings, rarely an elevator (der Altbau)	(NO APARECE)
german-hamburg	alten	old (alt, declined)	Das Kontor liegt in einem alten Speicher an der Elbe, mit knarrenden Dielen und Blick auf die Kräne.
german-hamburg	am	at the, on the (an + dem)	Am Millerntor wird geschrien.
german-hamburg	amt	government office (das Amt)	Kein Amt hat es gestempelt, ich habe es einfach gespürt.
german-hamburg	an	at, on, to	Das Du bietet man an, man nimmt es sich nicht.
german-hamburg	andere	other	Merle, die dazugestoßen ist, winkt ab und zeigt in die andere Richtung, zur Alster.
german-hamburg	anderen	other (declined)	Die anderen schwärmen laut, Nora nickt nur knapp.
german-hamburg	anfang	beginning (der Anfang); from the start (von Anfang an)	Nora: Das dachte ich am Anfang auch.
german-hamburg	angeblich	supposedly, allegedly	Kommt angeblich von den Franzosen und ihrem Butterteig, aus napoleonischer Zeit.
german-hamburg	angekündigt	announced (ankündigen, participle)	Aber trink ihn ein andermal mit mir, angekündigt.
german-hamburg	ankunft	arrival (die Ankunft)	Ole, der sie seit ihrer Ankunft eingewöhnt hat, bringt sie hinein; heute beginnt ihr erster Arbeitstag.
german-hamburg	anruf	a phone call	Merle: Ein Anruf, zehn Minuten Fußweg.
german-hamburg	antrag	application, formal request	Nora: Eine Wohnung ist ein Vertrag, kein Antrag.
german-hamburg	antwort	answer, reply (die Antwort)	Hummel Hummel, und die richtige Antwort ist Mors Mors.
german-hamburg	anzeige	display, indicator (die Anzeige)	Die Anzeige stand unter Wohnungen.
german-hamburg	arm	arm (der Arm)	Vor der Haustür in Eimsbüttel drängen sich viele Bewerber, jeder mit einer Mappe unter dem Arm.
german-hamburg	art	way, manner; kind	Fiete: In die schönste Art von Streit.
german-hamburg	arzt	doctor	Nora: Ich wollte gerade beim Arzt um einen Termin betteln.
german-hamburg	auch	also, too	Merle: Ist auch so gemeint.
german-hamburg	auf	on, onto	Ole zählt im Stillen die Jahre, die er auf so eine Wohnung gewartet hätte.
german-hamburg	aufs	onto the (auf das)	Grit stellt eine Wärmflasche aufs Sofa und zieht die Vorhänge zu.
german-hamburg	aus	out, out of; to spit out) (here part of: spuckt ... aus (ausspucken)	Am Millerntor drängt sich die Menge in Braun und Weiß, und die sonst so zugeknöpften Hamburger brüllen aus voller Kehle.
german-hamburg	ausgerechnet	of all things; marks an ironic coincidence	Nora: Und warum ausgerechnet flach?
german-hamburg	außen	outside, on the outer side	Außen hart, innen weich, und man kommt ewig nicht durch die Schale.
german-hamburg	außerdem	besides, in addition	Ole: Sie hat außerdem alle Papiere dabei.
german-hamburg	backen	to bake	Wiebke: Flach, weil es beim Backen zusammensinkt und der Zucker in die Falten läuft.
german-hamburg	backstube	a bakery's back room	Nora sitzt bei Wiebke in der warmen Backstube und telefoniert sich erfolglos durch ihre Kontakte.
german-hamburg	bedeutet	means (bedeuten)	Nora: Und was bedeutet es?
german-hamburg	beginnt	begins (beginnen)	Ole, der sie seit ihrer Ankunft eingewöhnt hat, bringt sie hinein; heute beginnt ihr erster Arbeitstag.
german-hamburg	bei	at, near, with	Fiete: Willkommen bei St.
german-hamburg	beiden	both, the two	Ich dachte, ich tue uns beiden einen Gefallen.
german-hamburg	beim	at the (bei + dem)	Die Texte lernst du beim dritten Spiel von allein.
german-hamburg	bekomme	get, receive (bekommen)	Bekomme ich jetzt sogar zwei Sätze am Stück?
german-hamburg	bekommt	gets, receives (bekommen)	Nora: Wo ich herkomme, bekommt die Wohnung, wer am meisten Begeisterung zeigt.
german-hamburg	beschwert	complains (sich beschweren)	Nora: Und niemand beschwert sich über den Lärm zu dieser Stunde?
german-hamburg	besser	better (gut)	Frag einen Hamburger nach seinem Verein, und du kennst ihn besser als nach jedem langen Gespräch.
german-hamburg	beste	best (gut)	Für den neuen Kunden hat Nora eine Präsentation voller Superlative gebaut: beste Qualität, schnellste Lieferung, unschlagbarer Preis.
german-hamburg	besten	best (gut, superlative declined)	Das schreibst du dir am besten rot an.
german-hamburg	bett	a bed	Nora: Andere würden sich bei so einem Wetter gar nicht erst aus dem Bett wagen.
german-hamburg	bevor	before	Bevor Sie sich verlieben, ein Hinweis: Vermietet wird bei uns gar nichts.
german-hamburg	beweis	proof, evidence (der Beweis)	Weil Nora das ewige Vertagen satt hat, steht sie unangekündigt vor Merles Tür, eine Flasche Wein in der Hand, als Beweis für spontane Lebensfreude.
german-hamburg	bewerber	applicants (der Bewerber)	Vor der Haustür in Eimsbüttel drängen sich viele Bewerber, jeder mit einer Mappe unter dem Arm.
german-hamburg	bietet	offers (bieten)	Das Du bietet man an, man nimmt es sich nicht.
german-hamburg	bin	am (sein)	Ich bin Grit.
german-hamburg	bis	until, by	Nora: Und bis dahin?
german-hamburg	bist	are (sein, du form)	Nora: Schön, dass du gekommen bist, Frau Boysen.
german-hamburg	bleiben	to stay, remain	Ole: Sag es einfach im Vorbeigehen, ohne stehen zu bleiben.
german-hamburg	bleibst	you stay (bleiben)	Ob du bleibst, entscheidet die nächste Bö, nicht die Versammlung.
german-hamburg	bleibt	stays, remains (bleiben)	Zwei Stunden lang darfst du hier alles rauslassen, was die Woche über drin bleibt.
german-hamburg	blick	look, gaze (der Blick)	Alle anderen reden von Traum und Liebe auf den ersten Blick.
german-hamburg	bloß	definitely not, no way (bloß nicht!)	Bloß nicht schwärmen.
german-hamburg	blumen	flowers (die Blume)	Schreier: Alles frisch, alles echt, und ein Strauß Blumen obendrauf, weil dein Gesicht mir gefällt!
german-hamburg	bohrmaschine	electric drill (die Bohrmaschine)	Fahrräder links, Mülltonnen rechts, und sonntags bleibt die Bohrmaschine aus.
german-hamburg	boot	a boat	Der Wind steht schräg auf die Elbe, das Boot krängt hart, und Nora klammert sich an die nasse Reling.
german-hamburg	bord	on board (an Bord)	Eine Bö erwischt das Boot, Gischt klatscht über Bord, und Nora verliert für einen Moment den Halt.
german-hamburg	brauche	need (brauchen)	(NO APARECE)
german-hamburg	brav	well-behaved, good	Gehen alle brav nach Hause?
german-hamburg	bricht	breaks (brechen)	Nora bricht ihr Franzbrötchen in zwei Hälften und reicht Sofia die größere.
german-hamburg	bringt	brings (bringen)	Zur kleinen Einweihung in Noras Wohnung kommen nur drei Gäste, dafür bringt jeder etwas mit.
german-hamburg	brot	bread	Davor steht eine Nachbarin, in der Hand ein Brett mit Brot und Salz.
german-hamburg	brötchen	a bread roll	Nora: Ich wollte eigentlich nur ein einzelnes Brötchen.
german-hamburg	butter	butter	Zimt, Zucker, Butter, alles drin.
german-hamburg	café	a café	Als kleines Mitbringsel legt Nora eine Zimtschnecke aus dem neuen schwedischen Café auf Wiebkes Theke.
german-hamburg	da	there; there's one (da ist einer)	Da wird nicht gewartet, Nora.
german-hamburg	dabei	I have it on me) (on me, with me (habe ich dabei)	Ole: Sie hat außerdem alle Papiere dabei.
german-hamburg	dachte	thought (denken)	Ich dachte, ihr Hamburger seid wortkarg.
german-hamburg	dafür	for that, in exchange	Zur kleinen Einweihung in Noras Wohnung kommen nur drei Gäste, dafür bringt jeder etwas mit.
german-hamburg	dahin	until then (bis dahin)	Nora: Und bis dahin?
german-hamburg	damit	with that, thereby	Brot, damit es Ihnen nie ausgeht.
german-hamburg	danach	afterwards, after that	Danach wohnen Sie zur Nutzung.
german-hamburg	danke	thanks, thank you	Nora: Danke.
german-hamburg	dann	then	Nora: Dann brülle ich jetzt einfach mit, auch ohne die Gesänge schon zu kennen.
german-hamburg	daran	at that; at precisely that point (genau daran)	Ich habe zwei Tage daran gesessen.
german-hamburg	darf	may, is allowed to (dürfen)	Der Fischmarkt darf, was sonst kein Mensch in dieser Stadt darf: laut sein.
german-hamburg	darüber	about it, over it	Darüber redet man doch nicht lange.
german-hamburg	das	the; that	Das wirkt eher nach Piraten als nach Fußball.
german-hamburg	dass	that (conjunction)	Nora: Also anstellen, warten und hoffen, dass mich unterwegs niemand überholt.
german-hamburg	dasselbe	the same (neuter)	Nora: Ist das nicht dasselbe?
german-hamburg	dauernd	constantly, all the time	Das verwechseln die Zugezogenen dauernd.
german-hamburg	dauert	takes, lasts (dauern)	Es dauert nur.
german-hamburg	dazu	to it; along with it	Ich pack dir drei Räucheraale ein, leg zwei Makrelen dazu, und den Lachs gibt es fast geschenkt!
german-hamburg	decken	ceilings (Decke)	(NO APARECE)
german-hamburg	dein	your; are you serious? (Dein Ernst?)	Und jetzt iss dein Stück, bevor der Kuchen trocken wird.
german-hamburg	deine	your	Ole: Und du hast gerade deine erste Vokabel gelernt: Kann man so machen.
german-hamburg	deinem	your (dative, dein)	Hab ich nach deinem Einzug nachmachen lassen.
german-hamburg	deinen	your (accusative)	Schreier: Hör auf deinen Freund!
german-hamburg	deiner	your (dative)	Zweitschlüssel zu deiner Wohnung.
german-hamburg	dem	the (dative)	Vor dem Tor riecht es nach Regen und Backstein.
german-hamburg	demselben	the same (derselbe, dative)	Auf demselben Kopfsteinpflaster in Ottensen zieht eine Fremde ihren Koffer und übt laut eine viel zu lange Begrüßung.
german-hamburg	den	the (accusative)	Alle anderen reden von Traum und Liebe auf den ersten Blick.
german-hamburg	denkt	thinks (denken)	Nora rührt in ihrem Tee und denkt eine Weile nach.
german-hamburg	der	the; who, which	Hier zählt nicht der Pokal, hier zählt, für wen du singst.
german-hamburg	des	of the (genitive)	Ole: Danach gibt es Livemusik und das erste Fischbrötchen des Tages.
german-hamburg	deshalb	that is why, therefore	Fiete: Genau deshalb.
german-hamburg	dessen	whose, of which	(NO APARECE)
german-hamburg	dich	you (accusative)	Der Hinterhof kennt dich.
german-hamburg	die	the; who, which	Am Millerntor drängt sich die Menge in Braun und Weiß, und die sonst so zugeknöpften Hamburger brüllen aus voller Kehle.
german-hamburg	diese	this, these	Und wie lang ist diese Reihenfolge?
german-hamburg	diesem	this (dative)	Nora: Und die Leute joggen wirklich bei diesem Himmel?
german-hamburg	diesen	this (accusative)	Greve: Für diesen Grundriss, mit Hof und Südbalkon?
german-hamburg	dieser	this	Nora: Und das um diese Uhrzeit, mit dieser Lautstärke?
german-hamburg	dieses	this (neuter)	Dann behandle ich dieses Du als Auszeichnung.
german-hamburg	dir	you (dative)	Ich pack dir drei Räucheraale ein, leg zwei Makrelen dazu, und den Lachs gibt es fast geschenkt!
german-hamburg	doch	though, after all (emphasis particle)	Rund wäre doch praktischer zum Greifen.
german-hamburg	dort	there, in that place	Merle: Und dort liegt die Alster, mitten in der Stadt, ruhig und vornehm.
german-hamburg	dran	at it; one's turn (colloquial)	Jetzt bist du dran.
german-hamburg	draußen	outside	Draußen bekommst du in vier Wochen einen Schlüssel und in vier Jahren die Kündigung.
german-hamburg	dreht	turns (drehen); turns around (dreht sich um)	Nora dreht sich an der Ecke noch einmal zum Wasser um, dann folgt sie den anderen nach Hause, wo morgen nur noch Treibholz liegen wird.
german-hamburg	drei	three	Zur kleinen Einweihung in Noras Wohnung kommen nur drei Gäste, dafür bringt jeder etwas mit.
german-hamburg	drin	inside (colloquial for darin)	Zwei Stunden lang darfst du hier alles rauslassen, was die Woche über drin bleibt.
german-hamburg	drinnen	inside	Ole: Eine Regel für da drinnen: Schwärme nicht.
german-hamburg	dritten	third	Die Texte lernst du beim dritten Spiel von allein.
german-hamburg	drückt	presses, pushes (drücken)	Fiete drückt Nora einen Schal in die Hand, Merle klatscht schon im Takt mit.
german-hamburg	du	you	Hier zählt nicht der Pokal, hier zählt, für wen du singst.
german-hamburg	durch	through	Drinnen führt Herr Timm die Gruppe durch zwei helle Zimmer.
german-hamburg	durchhält	holds out to the end (durchhalten)	Wer hier durchhält, hat den Sonntag gewonnen.
german-hamburg	duzen	to use informal du with someone	Ich denke, wir können uns duzen.
german-hamburg	dünn	thin; here: flimsy, weak	Ist es zu dünn?
german-hamburg	echte	real, genuine (echt)	Hier schlägt das echte Herz der Stadt.
german-hamburg	ecke	corner (die Ecke)	Nora dreht sich an der Ecke noch einmal zum Wasser um, dann folgt sie den anderen nach Hause, wo morgen nur noch Treibholz liegen wird.
german-hamburg	eher	sooner, rather; sooner X than Y (eher X als Y)	Das wirkt eher nach Piraten als nach Fußball.
german-hamburg	ehrlich	honest, direct	Ich bin ganz gerührt, ehrlich.
german-hamburg	eigenen	own (declined)	Ein Franzbrötchen wird flach gedrückt und im eigenen Zucker karamellisiert.
german-hamburg	eigentlich	actually, come to think of it	Nora: Ich wollte eigentlich nur ein einzelnes Brötchen.
german-hamburg	ein	a, an; one	Nora: Also spaltet ein Fußball die ganze Stadt in zwei Lager?
german-hamburg	eine	a, an	Kein Verein, eine Haltung.
german-hamburg	einem	a, an (dative)	Ein Tor fällt, und die Tribüne explodiert in einem einzigen Aufschrei.
german-hamburg	einen	a, an (accusative)	Fiete drückt Nora einen Schal in die Hand, Merle klatscht schon im Takt mit.
german-hamburg	einer	one (of them); a (dative)	Auf einer Warteliste schläft es sich schlecht.
german-hamburg	eines	of a	Bis ich eines Tages selbst nur noch nicke.
german-hamburg	einfach	simply, just; easy	Nora: Dann brülle ich jetzt einfach mit, auch ohne die Gesänge schon zu kennen.
german-hamburg	einladung	invitation (die Einladung)	Die Einladung ist mehr wert als jede Umarmung.
german-hamburg	einmal	once, one time	Wenn der Norden schon einmal laut wird, will ich jeden Ruf mitnehmen.
german-hamburg	eins	one	Boysen: Es ist eins.
german-hamburg	einzige	the only one (einzig)	Sonntags früh im Fischmarkt macht der Norden eine einzige Ausnahme.
german-hamburg	einziges	single, only (einzig, declined)	Nora: Ein einziges Wort für den ganzen Tag?
german-hamburg	empfängt	receives, welcomes (empfangen)	Herr Carstens empfängt Nora mit einem festen Handschlag und keinem überflüssigen Wort.
german-hamburg	ende	end	Wer leise auftritt, wird am Ende am lautesten gehört.
